410.000,   1.8407E-007,   5.5277E-009,   9.4305E-008,   2.0008E-007,   5.1827E-006,   1.3831E-006,   5.8113E-007,   3.2410E-009,   4.2447E-008,   5.4984E-008,  
420.000,   1.8386E-007,   5.5892E-009,   9.4383E-008,   2.0136E-007,   5.2185E-006,   1.3793E-006,   5.8285E-007,   3.4711E-009,   4.2319E-008,   5.5271E-008,  
430.016,   1.8413E-007,   5.7410E-009,   9.4342E-008,   1.9934E-007,   5.1804E-006,   1.3761E-006,   5.7793E-007,   3.1976E-009,   4.2488E-008,   5.5389E-008,  
440.000,   1.8187E-007,   5.7482E-009,   9.4102E-008,   2.0041E-007,   5.1987E-006,   1.3843E-006,   5.7864E-007,   3.3157E-009,   4.2913E-008,   5.5153E-008,  
450.000,   1.8316E-007,   5.5687E-009,   9.4167E-008,   1.9812E-007,   5.1441E-006,   1.3917E-006,   5.7874E-007,   3.5072E-009,   4.3347E-008,   5.5504E-008,  
460.000,   1.8127E-007,   5.2867E-009,   9.4622E-008,   2.0001E-007,   5.1225E-006,   1.3775E-006,   5.8154E-007,   3.3048E-009,   4.2446E-008,   5.4396E-008,  
470.000,   1.8223E-007,   5.3783E-009,   9.5030E-008,   1.9756E-007,   5.1252E-006,   1.3765E-006,   5.7710E-007,   3.1892E-009,   4.2757E-008,   5.4378E-008,  
480.000,   1.7914E-007,   5.5361E-009,   9.3230E-008,   1.9812E-007,   5.1052E-006,   1.3814E-006,   5.8500E-007,   3.4229E-009,   4.1981E-008,   5.4489E-008,  
490.000,   1.8030E-007,   5.3759E-009,   9.4711E-008,   1.9761E-007,   5.0965E-006,   1.3861E-006,   5.7592E-007,   3.4325E-009,   4.2553E-008,   5.4180E-008,  
500.000,   1.7920E-007,   5.4398E-009,   9.3819E-008,   1.9818E-007,   5.0584E-006,   1.3841E-006,   5.7702E-007,   3.2349E-009,   4.2525E-008,   5.4459E-008,  
510.000,   1.7823E-007,   5.4361E-009,   9.4311E-008,   1.9585E-007,   5.0876E-006,   1.3767E-006,   5.7910E-007,   3.3482E-009,   4.2259E-008,   5.4310E-008,  
520.000,   1.7839E-007,   5.5000E-009,   9.3799E-008,   1.9706E-007,   5.0470E-006,   1.3681E-006,   5.7713E-007,   3.3361E-009,   4.2884E-008,   5.4043E-008,  
530.000,   1.7821E-007,   5.2952E-009,   9.4235E-008,   1.9601E-007,   5.0911E-006,   1.3749E-006,   5.8167E-007,   3.5795E-009,   4.2571E-008,   5.4555E-008,  
540.000,   1.7678E-007,   5.3687E-009,   9.4530E-008,   1.9813E-007,   5.0504E-006,   1.3818E-006,   5.7425E-007,   3.2422E-009,   4.2640E-008,   5.3883E-008,  
550.000,   1.7735E-007,   5.2145E-009,   9.4359E-008,   1.9608E-007,   4.9966E-006,   1.3705E-006,   5.7815E-007,   3.1566E-009,   4.2777E-008,   5.3711E-008,  
560.000,   1.7643E-007,   5.3627E-009,   9.4519E-008,   1.9626E-007,   5.0049E-006,   1.3707E-006,   5.7804E-007,   3.0434E-009,   4.2630E-008,   5.3782E-008,  
570.000,   1.7743E-007,   5.3325E-009,   9.4507E-008,   1.9461E-007,   5.0259E-006,   1.3710E-006,   5.7259E-007,   3.5976E-009,   4.2516E-008,   5.3788E-008,  
580.000,   1.7700E-007,   5.3687E-009,   9.5077E-008,   1.9509E-007,   5.0247E-006,   1.3746E-006,   5.7602E-007,   3.3169E-009,   4.2423E-008,   5.3652E-008,  
590.000,   1.7527E-007,   5.1398E-009,   9.4139E-008,   1.9357E-007,   4.9869E-006,   1.3654E-006,   5.7796E-007,   3.3458E-009,   4.2102E-008,   5.3145E-008,  
600.000,   1.7537E-007,   5.2952E-009,   9.4348E-008,   1.9493E-007,   4.9764E-006,   1.3773E-006,   5.7628E-007,   3.2120E-009,   4.2495E-008,   5.3776E-008,  
610.000,   1.7596E-007,   5.3542E-009,   9.3877E-008,   1.9402E-007,   4.9365E-006,   1.3710E-006,   5.7284E-007,   3.4398E-009,   4.2254E-008,   5.2954E-008,  
620.000,   1.7468E-007,   5.5193E-009,   9.4495E-008,   1.9403E-007,   4.9790E-006,   1.3718E-006,   5.7422E-007,   3.4265E-009,   4.2565E-008,   5.2755E-008,  
630.016,   1.7632E-007,   5.3663E-009,   9.3849E-008,   1.9382E-007,   4.9475E-006,   1.3603E-006,   5.7676E-007,   3.4337E-009,   4.2466E-008,   5.3318E-008,  
640.000,   1.7572E-007,   5.2470E-009,   9.4520E-008,   1.9403E-007,   4.9467E-006,   1.3734E-006,   5.7598E-007,   3.2422E-009,   4.2847E-008,   5.2711E-008,  
650.000,   1.7408E-007,   5.4205E-009,   9.3108E-008,   1.9216E-007,   4.9046E-006,   1.3558E-006,   5.7573E-007,   3.4494E-009,   4.2977E-008,   5.2313E-008,  
660.000,   1.7381E-007,   5.2554E-009,   9.4592E-008,   1.9330E-007,   4.8951E-006,   1.3673E-006,   5.7352E-007,   3.3506E-009,   4.2533E-008,   5.2929E-008,  
670.000,   1.7280E-007,   5.3699E-009,   9.3043E-008,   1.9194E-007,   4.8898E-006,   1.3668E-006,   5.7282E-007,   3.5434E-009,   4.3076E-008,   5.3542E-008,  
680.000,   1.7327E-007,   5.2229E-009,   9.4008E-008,   1.9223E-007,   4.8853E-006,   1.3670E-006,   5.7235E-007,   3.2000E-009,   4.3688E-008,   5.3098E-008,  
690.000,   1.7293E-007,   5.0747E-009,   9.4148E-008,   1.9126E-007,   4.8793E-006,   1.3531E-006,   5.7181E-007,   3.2892E-009,   4.2208E-008,   5.2314E-008,  
700.000,   1.7204E-007,   5.0783E-009,   9.3533E-008,   1.9128E-007,   4.8548E-006,   1.3647E-006,   5.7077E-007,   3.3205E-009,   4.2514E-008,   5.1661E-008,  
710.000,   1.7144E-007,   5.3663E-009,   9.4299E-008,   1.9087E-007,   4.8336E-006,   1.3533E-006,   5.7410E-007,   3.2024E-009,   4.2700E-008,   5.1405E-008,  
720.000,   1.7078E-007,   5.5096E-009,   9.4642E-008,   1.9236E-007,   4.8524E-006,   1.3647E-006,   5.7421E-007,   3.7723E-009,   4.3266E-008,   5.1989E-008,  
730.000,   1.7175E-007,   5.1940E-009,   9.3889E-008,   1.9136E-007,   4.7980E-006,   1.3677E-006,   5.7207E-007,   3.6578E-009,   4.2840E-008,   5.1881E-008,  
740.000,   1.7153E-007,   4.9145E-009,   9.4231E-008,   1.9150E-007,   4.8209E-006,   1.3599E-006,   5.7494E-007,   3.3627E-009,   4.3082E-008,   5.1749E-008,  
750.000,   1.7109E-007,   5.3470E-009,   9.3890E-008,   1.8979E-007,   4.8382E-006,   1.3488E-006,   5.6981E-007,   3.2735E-009,   4.2498E-008,   5.2255E-008,  
760.000,   1.7067E-007,   5.1639E-009,   9.4937E-008,   1.8919E-007,   4.8138E-006,   1.3651E-006,   5.7089E-007,   3.4723E-009,   4.2818E-008,   5.1502E-008,  
770.000,   1.7104E-007,   5.2916E-009,   9.4187E-008,   1.9000E-007,   4.8010E-006,   1.3535E-006,   5.7382E-007,   3.2145E-009,   4.2714E-008,   5.1490E-008,  
780.000,   1.7019E-007,   5.2446E-009,   9.4502E-008,   1.9111E-007,   4.7721E-006,   1.3684E-006,   5.7007E-007,   3.4072E-009,   4.2736E-008,   5.2036E-008,  
790.000,   1.6933E-007,   4.9831E-009,   9.5005E-008,   1.9048E-007,   4.7938E-006,   1.3663E-006,   5.6798E-007,   3.3578E-009,   4.2776E-008,   5.1328E-008,  
800.000,   1.6832E-007,   5.0193E-009,   9.4213E-008,   1.8938E-007,   4.7548E-006,   1.3633E-006,   5.6799E-007,   3.5157E-009,   4.2623E-008,   5.1587E-008,  
810.000,   1.6890E-007,   5.2699E-009,   9.3796E-008,   1.8963E-007,   4.7459E-006,   1.3556E-006,   5.6911E-007,   3.3217E-009,   4.2966E-008,   5.1123E-008,  
820.000,   1.6958E-007,   5.2482E-009,   9.3220E-008,   1.8828E-007,   4.7294E-006,   1.3544E-006,   5.6764E-007,   3.2771E-009,   4.2594E-008,   5.0758E-008,  
830.000,   1.6809E-007,   5.4169E-009,   9.4128E-008,   1.8922E-007,   4.6843E-006,   1.3459E-006,   5.7000E-007,   3.2976E-009,   4.2813E-008,   5.0487E-008,  
840.016,   1.6798E-007,   5.0602E-009,   9.3708E-008,   1.8909E-007,   4.6755E-006,   1.3448E-006,   5.6621E-007,   3.4337E-009,   4.3095E-008,   5.1110E-008,  
850.000,   1.6835E-007,   5.2157E-009,   9.3804E-008,   1.8803E-007,   4.7035E-006,   1.3520E-006,   5.6735E-007,   3.1470E-009,   4.3152E-008,   5.0663E-008,  
860.000,   1.6822E-007,   5.1518E-009,   9.3884E-008,   1.8713E-007,   4.6963E-006,   1.3453E-006,   5.7187E-007,   3.3096E-009,   4.2695E-008,   5.0737E-008,  
870.000,   1.6764E-007,   5.1964E-009,   9.3981E-008,   1.8778E-007,   4.6756E-006,   1.3411E-006,   5.7102E-007,   3.4807E-009,   4.2434E-008,   5.0405E-008,  
880.000,   1.6733E-007,   5.1289E-009,   9.3882E-008,   1.8876E-007,   4.6620E-006,   1.3582E-006,   5.6919E-007,   3.4578E-009,   4.2431E-008,   4.9910E-008,  
890.000,   1.6741E-007,   5.4133E-009,   9.4435E-008,   1.8678E-007,   4.6646E-006,   1.3577E-006,   5.6657E-007,   3.0711E-009,   4.2913E-008,   5.0422E-008,  
900.016,   1.6766E-007,   4.9542E-009,   9.3477E-008,   1.8689E-007,   4.6515E-006,   1.3396E-006,   5.6785E-007,   3.3157E-009,   4.2510E-008,   4.9900E-008,  
910.000,   1.6624E-007,   5.0337E-009,   9.3781E-008,   1.8585E-007,   4.6268E-006,   1.3434E-006,   5.6670E-007,   3.3675E-009,   4.2990E-008,   4.9939E-008,  
920.000,   1.6654E-007,   4.8289E-009,   9.3413E-008,   1.8549E-007,   4.6620E-006,   1.3452E-006,   5.6947E-007,   3.3976E-009,   4.2335E-008,   4.9908E-008,  
930.000,   1.6532E-007,   5.0289E-009,   9.3631E-008,   1.8590E-007,   4.6309E-006,   1.3451E-006,   5.6896E-007,   3.1193E-009,   4.2592E-008,   5.0206E-008,  
940.000,   1.6590E-007,   5.3446E-009,   9.4502E-008,   1.8685E-007,   4.6160E-006,   1.3493E-006,   5.6574E-007,   3.2072E-009,   4.2261E-008,   4.9535E-008,  
950.000,   1.6546E-007,   4.8361E-009,   9.5014E-008,   1.8598E-007,   4.5968E-006,   1.3472E-006,   5.7097E-007,   3.2120E-009,   4.2710E-008,   4.9745E-008,  
960.000,   1.6369E-007,   5.1145E-009,   9.3227E-008,   1.8413E-007,   4.5984E-006,   1.3388E-006,   5.6454E-007,   3.2916E-009,   4.2606E-008,   4.9504E-008,  
970.000,   1.6479E-007,   4.9325E-009,   9.4135E-008,   1.8540E-007,   4.6000E-006,   1.3449E-006,   5.7052E-007,   3.2470E-009,   4.2435E-008,   4.9058E-008,  
980.000,   1.6359E-007,   4.9783E-009,   9.3208E-008,   1.8514E-007,   4.5695E-006,   1.3327E-006,   5.6738E-007,   3.2482E-009,   4.2296E-008,   4.9267E-008,  
990.000,   1.6279E-007,   4.9819E-009,   9.3488E-008,   1.8353E-007,   4.5771E-006,   1.3472E-006,   5.6537E-007,   3.3265E-009,   4.2849E-008,   4.9334E-008,  
1000.000,   1.6435E-007,   5.0988E-009,   9.3940E-008,   1.8478E-007,   4.5806E-006,   1.3363E-006,   5.6635E-007,   3.4976E-009,   4.2925E-008,   4.9304E-008,  
1010.000,   1.6310E-007,   4.9422E-009,   9.3767E-008,   1.8416E-007,   4.5819E-006,   1.3539E-006,   5.6404E-007,   3.1904E-009,   4.2664E-008,   4.8880E-008,  
1020.016,   1.6257E-007,   4.9964E-009,   9.3319E-008,   1.8474E-007,   4.5792E-006,   1.3300E-006,   5.6614E-007,   3.3060E-009,   4.3049E-008,   4.9358E-008,  
1030.000,   1.6241E-007,   5.0253E-009,   9.3853E-008,   1.8428E-007,   4.5537E-006,   1.3470E-006,   5.6724E-007,   3.1759E-009,   4.2469E-008,   4.8419E-008,  
1040.000,   1.6148E-007,   4.9072E-009,   9.3787E-008,   1.8458E-007,   4.5299E-006,   1.3341E-006,   5.6380E-007,   3.2036E-009,   4.2436E-008,   4.8478E-008,  
1050.000,   1.6206E-007,   4.8060E-009,   9.3964E-008,   1.8421E-007,   4.5409E-006,   1.3477E-006,   5.6383E-007,   3.0133E-009,   4.2510E-008,   4.8254E-008,  
1060.000,   1.6274E-007,   4.9361E-009,   9.3751E-008,   1.8417E-007,   4.5083E-006,   1.3383E-006,   5.7116E-007,   3.3771E-009,   4.2663E-008,   4.8147E-008,  
1070.000,   1.6113E-007,   4.7036E-009,   9.3358E-008,   1.8283E-007,   4.5141E-006,   1.3369E-006,   5.6692E-007,   3.1301E-009,   4.2833E-008,   4.8445E-008,  
1080.000,   1.6227E-007,   4.9470E-009,   9.3625E-008,   1.8257E-007,   4.4838E-006,   1.3401E-006,   5.6596E-007,   3.3892E-009,   4.3112E-008,   4.8073E-008,  
1090.000,   1.6212E-007,   4.8337E-009,   9.3869E-008,   1.8189E-007,   4.4878E-006,   1.3351E-006,   5.6655E-007,   3.2940E-009,   4.2753E-008,   4.7855E-008,  
1100.000,   1.5979E-007,   4.8518E-009,   9.3798E-008,   1.8278E-007,   4.4910E-006,   1.3300E-006,   5.7048E-007,   3.1651E-009,   4.2352E-008,   4.8214E-008,  
1110.000,   1.6195E-007,   4.7783E-009,   9.3342E-008,   1.8332E-007,   4.4613E-006,   1.3311E-006,   5.6872E-007,   3.3904E-009,   4.2771E-008,   4.7937E-008,  
1120.000,   1.6176E-007,   5.0217E-009,   9.3546E-008,   1.8334E-007,   4.4779E-006,   1.3378E-006,   5.6201E-007,   3.0542E-009,   4.3230E-008,   4.7770E-008,  
1130.000,   1.6008E-007,   4.9867E-009,   9.3724E-008,   1.8229E-007,   4.4595E-006,   1.3366E-006,   5.6552E-007,   3.2566E-009,   4.2347E-008,   4.7848E-008,  
1140.000,   1.6099E-007,   4.9301E-009,   9.3099E-008,   1.8187E-007,   4.4616E-006,   1.3481E-006,   5.6775E-007,   3.4976E-009,   4.2786E-008,   4.7213E-008,  
1150.000,   1.6105E-007,   4.9928E-009,   9.3154E-008,   1.8282E-007,   4.4413E-006,   1.3344E-006,   5.6814E-007,   3.5663E-009,   4.2739E-008,   4.7989E-008,  
1160.000,   1.6123E-007,   5.0819E-009,   9.2870E-008,   1.8271E-007,   4.4639E-006,   1.3336E-006,   5.6688E-007,   3.5988E-009,   4.2913E-008,   4.7598E-008,  
1170.000,   1.6113E-007,   4.6482E-009,   9.3417E-008,   1.8148E-007,   4.4391E-006,   1.3441E-006,   5.6701E-007,   3.2831E-009,   4.2370E-008,   4.7046E-008,  
1180.000,   1.6078E-007,   4.6205E-009,   9.3870E-008,   1.8307E-007,   4.4487E-006,   1.3339E-006,   5.6544E-007,   3.1663E-009,   4.2663E-008,   4.7433E-008,  
1190.000,   1.5880E-007,   5.0036E-009,   9.4167E-008,   1.8205E-007,   4.4426E-006,   1.3283E-006,   5.6905E-007,   3.0313E-009,   4.2624E-008,   4.7292E-008,  
1200.000,   1.5985E-007,   5.0458E-009,   9.3352E-008,   1.8116E-007,   4.4272E-006,   1.3364E-006,   5.6476E-007,   3.4000E-009,   4.2855E-008,   4.7808E-008,  
1210.000,   1.6023E-007,   4.7494E-009,   9.3180E-008,   1.8087E-007,   4.4066E-006,   1.3318E-006,   5.6492E-007,   3.4036E-009,   4.2289E-008,   4.7206E-008,  
1220.000,   1.5874E-007,   4.5578E-009,   9.3036E-008,   1.8253E-007,   4.3783E-006,   1.3272E-006,   5.6566E-007,   3.2410E-009,   4.1945E-008,   4.7308E-008,  
1230.000,   1.5976E-007,   4.8723E-009,   9.3419E-008,   1.8167E-007,   4.3909E-006,   1.3334E-006,   5.6273E-007,   3.4627E-009,   4.1931E-008,   4.6854E-008,  
1240.000,   1.5742E-007,   4.6771E-009,   9.3558E-008,   1.8106E-007,   4.4131E-006,   1.3209E-006,   5.6472E-007,   3.2048E-009,   4.2288E-008,   4.7034E-008,  
1250.000,   1.5937E-007,   4.7120E-009,   9.2293E-008,   1.7993E-007,   4.3968E-006,   1.3381E-006,   5.6482E-007,   3.1482E-009,   4.2894E-008,   4.7318E-008,  
1260.000,   1.5793E-007,   4.4048E-009,   9.2843E-008,   1.8019E-007,   4.3673E-006,   1.3333E-006,   5.5910E-007,   3.0361E-009,   4.2401E-008,   4.6737E-008,  
1270.000,   1.5851E-007,   4.5627E-009,   9.3087E-008,   1.7811E-007,   4.3608E-006,   1.3213E-006,   5.6174E-007,   3.1361E-009,   4.2404E-008,   4.7080E-008,  
1280.000,   1.5799E-007,   4.4940E-009,   9.1933E-008,   1.7897E-007,   4.3783E-006,   1.3389E-006,   5.5936E-007,   2.9916E-009,   4.2139E-008,   4.6610E-008,  
1290.000,   1.5761E-007,   4.5843E-009,   9.3236E-008,   1.8027E-007,   4.3725E-006,   1.3251E-006,   5.6166E-007,   3.1301E-009,   4.2760E-008,   4.6564E-008,  
1300.000,   1.5829E-007,   4.6193E-009,   9.2465E-008,   1.8020E-007,   4.3682E-006,   1.3231E-006,   5.6016E-007,   3.2289E-009,   4.2563E-008,   4.6729E-008,  
1310.000,   1.5723E-007,   4.6940E-009,   9.2477E-008,   1.7935E-007,   4.3484E-006,   1.3327E-006,   5.6085E-007,   3.2373E-009,   4.3014E-008,   4.6918E-008,  
1320.000,   1.5743E-007,   4.6892E-009,   9.2952E-008,   1.7900E-007,   4.3585E-006,   1.3353E-006,   5.6352E-007,   3.2072E-009,   4.2502E-008,   4.7001E-008,  
1330.000,   1.5679E-007,   4.6831E-009,   9.3294E-008,   1.8069E-007,   4.3623E-006,   1.3341E-006,   5.5784E-007,   3.2072E-009,   4.2098E-008,   4.5612E-008,  
1340.000,   1.5806E-007,   4.5735E-009,   9.2431E-008,   1.7883E-007,   4.3474E-006,   1.3341E-006,   5.5932E-007,   3.3229E-009,   4.2599E-008,   4.6069E-008,  
1350.000,   1.5666E-007,   4.6735E-009,   9.2980E-008,   1.7904E-007,   4.3757E-006,   1.3319E-006,   5.6093E-007,   3.1289E-009,   4.2753E-008,   4.6101E-008,  
1360.000,   1.5646E-007,   4.4133E-009,   9.2817E-008,   1.7746E-007,   4.3565E-006,   1.3254E-006,   5.5918E-007,   3.1639E-009,   4.2451E-008,   4.5666E-008,  
1370.000,   1.5733E-007,   4.5928E-009,   9.2598E-008,   1.7939E-007,   4.3558E-006,   1.3355E-006,   5.5681E-007,   3.4904E-009,   4.2271E-008,   4.6100E-008,  
1380.000,   1.5589E-007,   4.4940E-009,   9.2964E-008,   1.7890E-007,   4.3096E-006,   1.3321E-006,   5.5836E-007,   3.1120E-009,   4.2398E-008,   4.5855E-008,  
