1.10006E-1	4.48758E+2
1.02206E+1	4.48936E+2
2.03322E+1	4.49135E+2
3.04427E+1	4.49330E+2
4.05533E+1	4.49476E+2
5.06649E+1	4.49699E+2
6.07745E+1	4.49901E+2
7.08861E+1	4.50083E+2
8.09956E+1	4.50173E+2
9.11072E+1	4.50330E+2
1.01218E+2	4.50518E+2
1.11328E+2	4.50679E+2
1.21441E+2	4.50783E+2
1.31551E+2	4.50933E+2
1.41662E+2	4.51072E+2
1.51774E+2	4.51212E+2
1.61883E+2	4.51365E+2
1.71995E+2	4.51462E+2
1.82104E+2	4.51647E+2
1.92217E+2	4.51797E+2
2.02327E+2	4.51947E+2
2.12438E+2	4.52062E+2
2.22549E+2	4.52229E+2
2.32659E+2	4.52390E+2
2.42772E+2	4.52466E+2
2.52881E+2	4.52595E+2
2.62994E+2	4.52745E+2
2.73104E+2	4.52824E+2
2.83215E+2	4.52988E+2
2.93325E+2	4.53145E+2
3.03435E+2	4.53228E+2
3.13547E+2	4.53382E+2
3.23657E+2	4.53518E+2
3.33769E+2	4.53665E+2
3.43880E+2	4.53741E+2
3.53988E+2	4.53870E+2
3.64100E+2	4.54006E+2
3.74210E+2	4.54079E+2
3.84321E+2	4.54215E+2
3.94431E+2	4.54337E+2
4.04542E+2	4.54371E+2
4.14652E+2	4.54483E+2
4.24762E+2	4.54587E+2
4.34874E+2	4.54625E+2
4.44983E+2	4.54709E+2
4.55095E+2	4.54779E+2
4.65204E+2	4.54809E+2
4.75315E+2	4.54918E+2
4.85426E+2	4.55047E+2
4.95536E+2	4.55186E+2
5.05649E+2	4.55269E+2
5.15758E+2	4.55381E+2
5.25871E+2	4.55510E+2
5.35981E+2	4.55572E+2
5.46091E+2	4.55698E+2
5.56201E+2	4.55813E+2
5.66311E+2	4.55875E+2
5.76423E+2	4.55980E+2
5.86533E+2	4.56067E+2
5.96644E+2	4.56151E+2
6.06755E+2	4.56189E+2
6.16865E+2	4.56314E+2
6.26976E+2	4.56430E+2
6.37086E+2	4.56527E+2
6.47198E+2	4.56555E+2
6.57308E+2	4.56635E+2
6.67419E+2	4.56705E+2
6.77530E+2	4.56711E+2
6.87640E+2	4.56788E+2
6.97751E+2	4.56844E+2
7.07860E+2	4.56910E+2
7.17973E+2	4.56934E+2
7.28083E+2	4.57007E+2
7.38193E+2	4.57091E+2
7.48304E+2	4.57107E+2
7.58414E+2	4.57198E+2
7.68526E+2	4.57258E+2
7.78636E+2	4.57334E+2
7.88747E+2	4.57358E+2
7.98858E+2	4.57424E+2
8.08968E+2	4.57505E+2
8.19079E+2	4.57525E+2
8.29189E+2	4.57612E+2
8.39301E+2	4.57703E+2
8.49411E+2	4.57783E+2
8.59522E+2	4.57783E+2
8.69633E+2	4.57828E+2
8.79743E+2	4.57866E+2
8.89856E+2	4.57912E+2
8.99965E+2	4.57971E+2
9.10078E+2	4.57974E+2
9.20187E+2	4.58061E+2
9.30296E+2	4.58138E+2
9.40407E+2	4.58141E+2
9.50516E+2	4.58204E+2
9.60628E+2	4.58267E+2
9.70739E+2	4.58326E+2
9.80851E+2	4.58315E+2
9.90961E+2	4.58367E+2
1.00107E+3	4.58437E+2
1.01118E+3	4.58465E+2
1.02129E+3	4.58447E+2
1.03140E+3	4.58559E+2
1.04151E+3	4.58551E+2
1.05163E+3	4.58600E+2
1.06174E+3	4.58656E+2
1.07185E+3	4.58638E+2
1.08196E+3	4.58690E+2
1.09207E+3	4.58746E+2
1.10218E+3	4.58809E+2
1.11229E+3	4.58882E+2
1.12240E+3	4.58935E+2
1.13251E+3	4.58941E+2
1.14262E+3	4.59007E+2
1.15273E+3	4.59067E+2
1.16284E+3	4.59116E+2
1.17295E+3	4.59094E+2
1.18306E+3	4.59136E+2
1.19318E+3	4.59171E+2
1.20329E+3	4.59192E+2
1.21340E+3	4.59241E+2
1.22351E+3	4.59279E+2
1.23362E+3	4.59244E+2
1.24373E+3	4.59275E+2
1.25384E+3	4.59313E+2
1.26395E+3	4.59359E+2
1.27406E+3	4.59394E+2
1.28417E+3	4.59418E+2
1.29428E+3	4.59460E+2
1.30439E+3	4.59424E+2
1.31450E+3	4.59449E+2
1.32461E+3	4.59477E+2
1.33472E+3	4.59501E+2
1.34484E+3	4.59522E+2
1.35495E+3	4.59543E+2
1.36506E+3	4.59504E+2
1.37517E+3	4.59539E+2
1.38528E+3	4.59563E+2
1.39539E+3	4.59577E+2
1.40550E+3	4.59588E+2
1.41561E+3	4.59619E+2
1.42572E+3	4.59668E+2
1.43583E+3	4.59647E+2
1.44594E+3	4.59695E+2
1.45605E+3	4.59769E+2
1.46616E+3	4.59901E+2
1.47627E+3	4.60079E+2
1.48638E+3	4.60282E+2
1.49649E+3	4.60516E+2
1.50660E+3	4.60784E+2
1.51671E+3	4.61046E+2
1.52682E+3	4.61308E+2
1.53693E+3	4.61584E+2
1.54704E+3	4.61845E+2
1.55715E+3	4.62107E+2
1.56726E+3	4.62390E+2
1.57738E+3	4.62585E+2
1.58749E+3	4.62917E+2
1.59760E+3	4.63189E+2
1.60771E+3	4.63405E+2
1.61782E+3	4.63737E+2
1.62793E+3	4.64016E+2
1.63804E+3	4.64211E+2
1.64815E+3	4.64480E+2
1.65826E+3	4.64769E+2
1.66837E+3	4.65042E+2
1.67848E+3	4.65419E+2
1.68859E+3	4.65737E+2
1.69870E+3	4.66047E+2
1.70881E+3	4.66347E+2
1.71893E+3	4.66665E+2
1.72904E+3	4.66996E+2
1.73915E+3	4.67338E+2
1.74926E+3	4.67669E+2
1.75937E+3	4.68032E+2
